Date,Close,High,Low,Open,Volume,Ticker
7/11/2022,1730,1736.699951,1730,1732.5,75,GC=F
7/12/2022,1723.300049,1735.5,1723.300049,1734.199951,451,GC=F
7/13/2022,1734.199951,1734.199951,1710,1710,368,GC=F
7/14/2022,1704.5,1710.5,1704.5,1710.300049,1289,GC=F
7/15/2022,1702.400024,1709.699951,1701.099976,1705.400024,721,GC=F
7/18/2022,1709.199951,1712.400024,1709.199951,1712.199951,264,GC=F
7/19/2022,1710,1714.400024,1706.099976,1712.300049,1684,GC=F
7/20/2022,1699.5,1708.5,1699.5,1707.099976,130,GC=F
7/21/2022,1712.699951,1715.5,1679.800049,1687,183,GC=F
7/22/2022,1727.099976,1735,1713,1713.300049,61,GC=F
7/25/2022,1719,1732,1719,1727,67,GC=F
7/26/2022,1717.699951,1718,1717.699951,1718,1,GC=F
7/27/2022,1719.099976,1719.099976,1719.099976,1719.099976,144865,GC=F
7/28/2022,1750.300049,1755,1732,1732.300049,37236,GC=F
7/29/2022,1762.900024,1765.699951,1750,1754,3485,GC=F
8/1/2022,1769,1772.5,1756.099976,1763.900024,705,GC=F
8/2/2022,1771.099976,1786.599976,1759.400024,1772.099976,1078,GC=F
8/3/2022,1758,1770.5,1753,1756.699951,399,GC=F
8/4/2022,1788.5,1792.099976,1767.699951,1769.400024,285,GC=F
8/5/2022,1772.900024,1791.400024,1764.199951,1791.199951,645,GC=F
8/8/2022,1786.800049,1786.800049,1771.800049,1771.800049,127,GC=F
8/9/2022,1794,1796.099976,1789,1790,249,GC=F
8/10/2022,1795.599976,1804.900024,1787.800049,1804.400024,601,GC=F
8/11/2022,1789.699951,1794.300049,1785.699951,1794.300049,1235,GC=F
8/12/2022,1798.599976,1800.400024,1784.300049,1786.300049,187,GC=F
8/15/2022,1781.400024,1799,1774.699951,1799,64,GC=F
8/16/2022,1773.199951,1777.400024,1771.400024,1777.400024,308,GC=F
8/17/2022,1760.300049,1769.699951,1760,1769.699951,23,GC=F
8/18/2022,1755.300049,1762.900024,1753.400024,1762.900024,321,GC=F
8/19/2022,1747.599976,1754.300049,1747.5,1753.699951,49,GC=F
8/22/2022,1734,1740.5,1726.5,1740.5,347,GC=F
8/23/2022,1746.800049,1748.900024,1731.900024,1738,509,GC=F
8/24/2022,1747.800049,1751.800049,1743.599976,1745,187,GC=F
8/25/2022,1757.699951,1761.800049,1755,1761.599976,172,GC=F
8/26/2022,1736.099976,1755,1736.099976,1754,202,GC=F
8/29/2022,1736.599976,1741.199951,1732.099976,1732.400024,950,GC=F
8/30/2022,1723.199951,1739,1720.699951,1736.400024,385,GC=F
